"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"104","Madison","WI",53703,43.074799,-89.396267,3.5,94,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","no","casual","False","False","False","False","True","True","False","False","True","False","False","False","False",1,1,6,2,6,0,6,0,2,0,1,1,1,1
"105","Madison","WI",53704,43.124856371,-89.3101472672,4,235,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"106","Charlotte","NC",28203,35.200406,-80.8690417,3.5,22,"Coffee & Tea, Cafes",NA,NA,"False",NA,"False","2","True","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"107","Madison","WI",53713,43.0468733,-89.3547604,4,74,"American (Traditional), Nightlife","True","False","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"108","Fitchburg","WI",53711,43.0166386,-89.4234906,3,27,"Fast Food, American (Traditional)","False","True","True","quiet","True","2","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",0,0,6,0,4,1,1,0,0,1,1,1,1,0
"109","Waunakee","WI",53597,43.194849,-89.4611999,2.5,36,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"110","Champaign","IL",61820,40.0846950551,-88.2462913487,2,6,"Sandwiches, Fast Food","True","False","False","average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"111","Charlotte","NC",28262,35.29543,-80.75521,1.5,23,"Fast Food, American (Traditional)","True","False",NA,"average","True","1",NA,NA,"formal","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"112","Verona","WI",53593,42.9875525,-89.5346304,3,7,"American (Traditional), Nightlife","False","False","False","very_loud","True","1","False","free","casual","False","False",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"113","Charlotte","NC",28205,35.2200929,-80.8156233,3.5,66,"Southern, Breakfast & Brunch","True","True","True","loud","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"114","Windsor","WI",53598,43.1934723,-89.339526,4,62,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"115","Davidson","NC",28036,35.5059572,-80.8673773,4,28,"Nightlife, Bars","False","True","False","quiet","False","2","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"116","Waxhaw","NC",28173,34.9336748,-80.7501088,3.5,71,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"117","Cornelius","NC",28031,35.4822491,-80.8803029,3,16,"Sandwiches, Fast Food","True","False","False","loud","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"118","Madison","WI",53705,43.070914,-89.4522796,3.5,218,"American (Traditional), Nightlife","True","True","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"119","Madison","WI",53715,43.053124,-89.39625,3.5,67,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","free","casual","True","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"120","Charlotte","NC",28208,35.2240066,-80.8976778,2,7,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","False","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,1,0,NA,NA,NA,NA,2,0,1,1,1,0
"121","Charlotte","NC",28277,35.0226467,-80.8468114,3.5,31,"Fast Food, American (Traditional)","True","False","True","quiet","True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"122","Charlotte","NC",28277,35.068661392,-80.8411020633,4,195,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"123","Charlotte","NC",28262,35.280399,-80.794036,3.5,51,"Southern, Breakfast & Brunch","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"124","Charlotte","NC",28262,35.3078037,-80.7542218,2,121,"American (Traditional), Nightlife","True","False","False","very_loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"125","Champaign","IL",61821,40.133549,-88.260065,3,32,"Southern, Breakfast & Brunch","True","False","True","loud","True","1","False","no","casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"126","Charlotte","NC",28277,35.061201041,-80.8142977742,2.5,41,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"127","Charlotte","NC",28027,35.3629755,-80.711826,3.5,28,"Nightlife, Bars","True","True",NA,NA,"True","2","True","free",NA,"True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"128","Middleton","WI",53562,43.096083,-89.51364,4,124,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"129","Charlotte","NC",28280,35.2265794,-80.8432784,4,41,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"130","Cornelius","NC",28031,35.4761288,-80.8899692,3,82,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,17,3,15,0,13,1,19,4,1,1,1,1
"131","Charlotte","NC",28262,35.309966,-80.747857,4.5,166,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"132","Charlotte","NC",28205,35.247708,-80.8043837,3.5,306,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","True","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"133","Matthews","NC",28105,35.125605,-80.7293229,3.5,22,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"134","Charlotte","NC",28202,35.224472,-80.845472,4,475,"Southern, Breakfast & Brunch","False","True","True","average","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"135","Huntersville","NC",28078,35.4435056,-80.8862574,3,75,"American (Traditional), Nightlife","True","True","True","loud","True","2","True","free","casual","False","True","False","False","True","True","True","False","False","False","False","False","False",1,1,6,0,10,1,12,2,14,0,1,1,1,1
"136","Madison","WI",53704,43.129083,-89.303678,4,36,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"137","Charlotte","NC",28216,35.3242932,-80.9477716,4,14,"Sandwiches, Fast Food",NA,NA,NA,NA,"True","1",NA,NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"138","Pineville","NC",28134,35.082333,-80.877212,3,7,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,"free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"139","Charlotte","NC",28262,35.303719221,-80.7493155509,3.5,36,"Sandwiches, Fast Food","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"140","Charlotte","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"141","Madison","WI",53719,43.0146904387,-89.4983652026,2.5,14,"Fast Food, American (Traditional)","True","False","False",NA,"True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,2,1,4,0,2,1,1,0,1,0,0,0
"142","Charlotte","NC",28204,35.2123879,-80.8171465,4.5,593,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"143","Monona","WI",53716,43.0667158085,-89.326637825,2,6,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"144","Madison","WI",53711,43.0322903775,-89.457105,2,5,"Fast Food, American (Traditional)","True","False",NA,"average","True","2","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"145","Charlotte","NC",28208,35.2246841,-80.8938117,2.5,4,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False","no","casual","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"146","Charlotte","NC",28202,35.2195,-80.8521952,4,689,"Fast Food, American (Traditional)","True","False","False","loud","True","1","False","no","casual","False","True","False","True","True","True","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"147","Champaign","IL",61820,40.092351,-88.246124,3,107,"American (Traditional), Nightlife","True","False","False","very_loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"148","Charlotte","NC",28227,35.211124,-80.690954,4,28,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"149","Concord","NC",28027,35.3668568917,-80.7122719288,2,14,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False","free","casual","False","True","False","False","False","False","False","True","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"150","Matthews","NC",28105,35.1279916406,-80.7024751604,3,25,"Sandwiches, Fast Food","True","False","True","quiet","True","1","True",NA,"casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,4,0,1,0,1,0,3,0,1,1,1,0
"151","Middleton","WI",53562,43.0905599286,-89.5250666142,3,20,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"152","Madison","WI",53719,43.058861,-89.502118,2.5,47,"Coffee & Tea, Cafes",NA,NA,"False",NA,"True","1","True","free",NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"153","Sun Prairie","WI",53590,43.167334,-89.270684,3.5,47,"Sandwiches, Fast Food","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"154","Madison","WI",53703,43.0794811,-89.3694005,4,88,"Fast Food, American (Traditional)","True","False","True","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"155","Charlotte","NC",28210,35.146363,-80.8278737,3.5,82,"Sandwiches, Fast Food","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"156","Huntersville","NC",28078,35.440001,-80.867257,4,382,"American (Traditional), Nightlife","True","False","False","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"157","Charlotte","NC",28270,35.1407686,-80.7356176,2.5,47,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","no","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"158","Concord","NC",28027,35.399255,-80.6127,4.5,3,"Coffee & Tea, Cafes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"159","Charlotte","NC",28273,35.1361786,-80.9369736,3,23,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"160","Madison","WI",53703,43.0762598,-89.4000038,4,8,"Sandwiches, Fast Food","True","False","False","average","True","1","True","free","casual",NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"161","Charlotte","NC",28216,35.350387,-80.856277,3,87,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"162","Charlotte","NC",28202,35.2252325,-80.8438767,4.5,5,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,NA,"False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,5,0,0,0,1,0
